name,categories,fragrance_notes,description,sizes,price_min,price_max,currency,in_stock,product_url,image_url,is_popular
Ahlaam by Al Haramain (Perfume),"Arabic Perfumes, Best Selling, Clone Perfumes",,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,false,https://alharamainperfumes.in/product/ahlaam-by-al-haramain-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Woody Rose by Al Haramain (Perfume),Clone Perfumes,,Woody Rose by Al Haramain Woody rose is a mystical Woody fragrance which is perfumed with spicy floral Rose. Rose Wood is luminous and seductive which is utterly spell blinding with every note. This exclusive creation is one of the best unisex woody perfume. Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/woody-rose-by-al-haramain-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Ahlaam by Al Haramain (Attar),"Arabic Attar, Arabic Attars, Best Selling, Clone Attar",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",150,600,INR,false,https://alharamainperfumes.in/product/ahlaam-by-al-haramain-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Woody Rose by Al Haramain (Attar),"Arabic Attar, Clone Attar",,Woody Rose by Al Haramain Woody rose is a mystical Woody fragrance which is perfumed with spicy floral Rose. Rose Wood is luminous and seductive which is utterly spell blinding with every note. This exclusive creation is one of the best unisex woody perfume. Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/musk-rose-by-al-haramain-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Musk Rose by Al Haramain (Perfume),"Clone Perfumes, Indian, Premium Perfumes","Top: comprised of rose, entwined with Spicy floral heart notes and ending harmoniously with enticing floral and warm musky notes settled at the base | Middle: and ending harmoniously with enticing floral and warm musky notes settled at the base","Musk Rose by Al Haramain Musk rose is a oriental blend crafted to reflect musk and rose. The scent unveils with a top note comprised of rose, entwined with Spicy floral heart notes and ending harmoniously with enticing floral and warm musky notes settled at the base. Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/musk-rose-by-al-haramain-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
AJM MIZYAAN by Al Haramain (Perfume),Clone Perfumes,,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/ajm-mizyaan-by-al-haramain-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
AJM MIZYAAN by Al Haramain (Attar),"Arabic Attar, Clone Attar",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/ajm-mizyaan-by-al-haramain-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Royal Sultan by Al Haramain (Perfume),"Arabic Perfumes, Best Selling, Clone Perfumes, Indian",,"Royal Sultan by Al Haramain Royal sultan is a woody oriental fragrance, a study of subtle contrasts between the dark notes of leather and oud wood, and the luminous floral notes of jasmine and rose. Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/royal-sultan-by-al-haramain-loose-perfume-fragrance-copy/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Royal Sultan by Al Haramain (Attar),"Clone Attar, Indian Attar",,"Royal Sultan by Al Haramain Royal sultan is a woody oriental fragrance, a study of subtle contrasts between the dark notes of leather and oud wood, and the luminous floral notes of jasmine and rose. Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/royal-sultan-by-al-haramain-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Night oud by Al Haramain (Perfume),Clone Perfumes,,"Night oud by Al Haramain Night oud is a Woody Aromatic fragrance for men. This is very nice – a safe, inoffensive, sweet musky fragrance with a little touch of spice. Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/night-oud-by-al-haramain-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Night Oud by Al Haramain (Attar),"Arabic Attar, Clone Attar",,"Night oud by Al Haramain Night oud is a Woody Aromatic fragrance for men. This is very nice – a safe, inoffensive, sweet musky fragrance with a little touch of spice. Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/night-oud-by-al-haramain-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Sabaya by Al Haramain (Attar),"Arabic Attar, Arabic Attars, Best Selling, Clone Attar",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/sabaya-by-al-haramain-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Sabaya by Al Haramain (Perfume),"Arabic Perfumes, Best Selling, Clone Perfumes",,Sabaya by Al Haramain Sabaya is a blend of rose combined with citrus aromas and green notes. It is a mild perfume with floral and musky notes. Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/sabaya-by-al-haramain-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Amber Oud by Al haramain (Attar),"Arabic Attar, Clone Attar",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",100,400,INR,false,https://alharamainperfumes.in/product/amber-oud-by-al-haramain-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Amber Oud by Al haramain (Perfume),Clone Perfumes,,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,false,https://alharamainperfumes.in/product/amber-oud-by-al-haramain-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Mumtaz by Al Haramain (Perfume),"Arabic Perfumes, Best Selling, Clone Perfumes",,"Mumtaz by Al Haramain Mumtaz is a strong arabic fragrance with good projection, a blend of ward, amber , sandalwood mukhallat. It can be used by both men and women who want strong noticeable fragrance Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/mumtaz-by-al-haramain-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Mumtaz by Al Haramain (Attar),"Arabic Attar, Arabic Attars, Best Selling, Clone Attar",,"Mumtaz by Al Haramain Mumtaz is a strong arabic fragrance with good projection, a blend of ward, amber , sandalwood mukhallat. It can be used by both men and women who want strong noticeable fragrance Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/mumtaz-by-al-haramain-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Oriental oud by Al Haramain (Perfume),"Arabic Perfumes, Best Selling, Clone Perfumes",,"Oriental oud by Al Haramain oriental oud is a sweet woody fragrance with a touch of Vanilla for women and men. The fragrance features agarwood (oud), musk, vanilla, sugar, sandalwood and incense. Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/oriental-oud-by-al-haramain-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Oriental oud by Al Haramain (Attar),"Arabic Attar, Arabic Attars, Best Selling, Clone Attar",,"Oriental oud by Al Haramain oriental oud is a sweet woody fragrance with a touch of Vanilla for women and men. The fragrance features agarwood (oud), musk, vanilla, sugar, sandalwood and incense. Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/oriental-oud-by-al-haramain-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Mont White Oud by Al Haramain (Perfume),"Arabic Perfumes, Best Selling, Clone Perfumes, Premium Perfumes",,White Oud by Al Haramain White oud is a Floral Woody Musk fragrance. This is the most delicate and subtle aroma we can expect from oud. The powdery and slightly medicinal dry opening of oud leads to soft floral and warm spicy heart. Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/white-oud-by-al-haramain-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Al Wisam by Al Haramain (Perfume),"Arabic Perfumes, Best Selling, Clone Perfumes",,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/al-wisam-by-al-haramain-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Ruh Khus by Al Haramain (Perfume),"Clone Perfumes, Premium Perfumes",,"Ruh Khus by Al Haramain Ruh Khus attar is processed from the root part of the plant and has a fragrance that is best described as sweet, deep, woody, earthy, smoky, amber and balsam. Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",400,2000,INR,true,https://alharamainperfumes.in/product/ruh-khus-by-al-haramain-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Ruh Khus by Al Haramain (Attar),"Arabic Attar, Clone Attar, Premium Attars",,"Ruh Khus by Al Haramain Ruh Khus attar is processed from the root part of the plant and has a fragrance that is best described as sweet, deep, woody, earthy, smoky, amber and balsam. Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",300,1200,INR,true,https://alharamainperfumes.in/product/ruh-khus-by-al-haramain-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Majmua by Al Haramain (Attar),"Clone Attar, Indian Attar",,"Majmua by Al Haramain Majmua is a unique blend of four different Indian attars. It is earthy, sweet, refreshing and woody at the same time, but what makes it really wonderful is the balance between the four fragrances. Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",75,300,INR,true,https://alharamainperfumes.in/product/majmua-by-al-haramain-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Rox Vanille by Al Haramain (Attar),"Arabic Attar, Clone Attar",,Rox Vanille by Al Haramain Attar Rox vanille opens with the sweet note of caramel and has a sweet attractive fragrance of vanilla. Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/rox-vanille-by-al-haramain-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Majmua by Al Haramain (Perfume),"Clone Perfumes, Indian",,"Majmua by Al Haramain Majmua is a unique blend of four different Indian attars. It is earthy, sweet, refreshing and woody at the same time, but what makes it really wonderful is the balance between the four fragrances. Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/rox-vanille-by-al-haramain-loose-perfume-fragrance-copy/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Black afghano by Al Haramain (Attar),"Arabic Attar, Clone Attar",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/black-afghano-by-al-haramain-loose-attar-fragrance-copy/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Black Afghano by Al Haramain (Perfume),Clone Perfumes,,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/black-afghano-by-al-haramain-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Rashidiya by Al Haramain (Attar),"Arabic Attar, Clone Attar",,Rashidiya by Al Haramain Rashidiya is a moderate fragrance with spicy and sweet notes Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,false,https://alharamainperfumes.in/product/rashidiya-by-al-haramain-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Blu by Ajm (Attar),"Arabic Attar, Clone Attar",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/blu-by-ajm-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Rashidiya by Al Haramain (Perfume),Clone Perfumes,,Rashidiya by Al Haramain Rashidiya is a moderate fragrance with spicy and sweet notes Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,false,https://alharamainperfumes.in/product/rashidiya-by-al-haramain-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Blu by Ajm (Perfume),Clone Perfumes,,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/blu-by-ajm-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Wisal by Al Haramain (Attar),"Arabic Attar, Clone Attar",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/wisal-by-al-haramain-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Wisal by Al Haramain (Perfume),Clone Perfumes,,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/wisal-by-al-haramain-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Bakhoor by Al Haramain (Attar),"Arabic Attar, Arabic Attars, Best Selling, Clone Attar",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",100,400,INR,false,https://alharamainperfumes.in/product/bakhoor-by-al-haramain-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Bakhoor by Al Haramain (Perfume),"Arabic Perfumes, Best Selling, Clone Perfumes",,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,false,https://alharamainperfumes.in/product/bakhoor-by-al-haramain-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Arabi Muqallat by Al Haramain (Attar),"Arabic Attar, Arabic Attars, Best Selling, Clone Attar",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/arabi-muqallat-by-al-haramain-loose-attar-fragrance-copy/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Arabi Muqallat by Al Haramain (Perfume),"Arabic Perfumes, Best Selling, Clone Perfumes",,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/arabi-muqallat-by-al-haramain-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Arabian Oud by Al Haramain (Perfume),Clone Perfumes,,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/arabian-oudby-al-haramain-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Arabian Oud by Al Haramain (Attar),"Arabic Attar, Clone Attar",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/arabian-oud-by-al-haramain-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Ameer Al Oud by Al Haramain (Perfume),"Arabic Perfumes, Best Selling, Clone Perfumes",,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/ameer-al-oud-by-al-haramain-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Ameer Al Oud by Al Haramain (Attar),"Arabic Attar, Arabic Attars, Best Selling, Clone Attar",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/ameer-al-oud-by-al-haramain-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
White Musk Asq by Al Haramain (Perfume),"Arabic Perfumes, Best Selling, Clone Perfumes",,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/white-musk-asaq-by-al-haramain-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
White Musk Asq by Al Haramain (Attar),"Arabic Attar, Arabic Attars, Best Selling, Clone Attar",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/white-musk-asaq-by-al-haramain-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Areej by Al Haramain (Perfume),"Arabic Perfumes, Best Selling, Clone Perfumes",,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/areej-by-al-haramain-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Areej by Al Haramain (Attar),"Arabic Attar, Arabic Attars, Best Selling, Clone Attar",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/areej-by-al-haramain-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
V Man Eau Fraiche for Men (Perfume),"Best Selling, Clone Perfumes, French, French Perfumes",,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/v-man-eau-fraiche-for-men-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
V Man Eau Fraiche for Men (Attar),"Best Selling, Clone Attar, French Attar, French Attars",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/v-man-eau-fraiche-for-men-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Eros by V for Men (Perfume),"Clone Perfumes, French",,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/crystal-noir-by-v-for-women-loose-perfume-fragrance-copy/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
V Bright Crystal for Women (Attar),"Clone Attar, French Attar, French Attars",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/crystal-noir-by-versace-for-women-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
212 Sexy Men (Attar),"Clone Attar, French Attar",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",100,400,INR,false,https://alharamainperfumes.in/product/212-sexy-men-carolina-herrera-for-men-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
DKNY Be Delicious by Donna Karan for Women (Attar),"Clone Attar, French Attar",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",100,400,INR,false,https://alharamainperfumes.in/product/dkny-be-delicious-by-donna-karan-for-women-loose-attar-fragrance-copy/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Ultra Blue for Men (Attar),"Clone Attar, French Attar",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/ultra-blue-for-men-loose-attar-fragrance-2/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
DKNY Be Delicious by Donna Karan for Women (Perfume),"Clone Perfumes, French",,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,false,https://alharamainperfumes.in/product/dkny-be-delicious-by-donna-karan-for-women-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Hugo for Men (Perfume),"Clone Perfumes, French",,"Hugo Inspired Perfume Inspired by Hugo, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/hugo-for-menloose-perfume-fragrance-2-12/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Huego for Men (Attar),"Clone Attar, French Attar",,"Huego Inspired Attar Huego Inspired, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/huego-for-men-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Eros by V for Men (Attar),"Clone Attar, French Attar",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/eros-by-v-for-men-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Noble Oud by S.T. Dupont for Men & Women (Attar),"Clone Attar, French Attar",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/noble-wood-by-s-t-dupont-for-men-women-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Noble Oud by S.T. Dupont for Men & Women (Perfume),"Clone Perfumes, French",,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/gucci-guilty-black-by-gucci-for-men-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Guc Guilty Black by Guc for Men (Attar),"Clone Attar, French Attar",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/guc-guilty-black-by-guc-for-men-women-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Guc Guilty Oud by Guc for Men & Women (Perfume),"Clone Perfumes, French",,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,false,https://alharamainperfumes.in/product/guc-guilty-oud-by-guc-for-men-women-loose-perfume-fragrance-copy/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Guc Guilty Oud by Guc for Men & Women (Attar),"Clone Attar, French Attar",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",100,400,INR,false,https://alharamainperfumes.in/product/guc-guilty-oud-by-guc-for-men-women-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
L 1212 White for Men (Attar),"Clone Attar, French Attar, French Attars",,,"3 ml, 6 ml, 12 ml",100,400,INR,false,https://alharamainperfumes.in/product/l-l-12-12-white-by-lacoste-for-men-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
L 1212 White by L for Men (Perfume),"Clone Perfumes, French, French Perfumes",,,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,false,https://alharamainperfumes.in/product/l-1212-for-men-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
